10000, 108.0
10001, 249.9
10001, 512.0
10001, 308.0
10001, 293.25
10002, 280.0
10002, 226.79999999999998
10002, 225.0
10003, 498.18000000000006
10004, 3010.0
10004, 184.2
10005, 173.4
10006, 42.0
10006, 45.2
10007, 104.0
10007, 687.0
10007, 614.0
10008, 324.0
10008, 105.0
10008, 742.0
10009, 420.0
10009, 1110.0
10010, 320.0
10010, 150.0
10011, 393.30000000000007
10011, 96.0
10011, 99.75
10012, 313.6
10012, 360.0
10012, 384.0
10013, 335.0
10013, 225.40000000000003
10014, 172.0
10014, 20.1
10015, 882.0
10015, 75.0
10015, 134.0
10015, 157.5
10015, 175.0
10016, 253.725
10016, 1725.0
10016, 73.95
10017, 252.0
10017, 696.0
10017, 200.0
10018, 980.0
10018, 96.05
10019, 91.8
10020, 280.0
10020, 168.0
10021, 576.0
10021, 585.9
10021, 39.2
10021, 40.0
10021, 374.4
10021, 60.0
10022, 210.0
10022, 157.5
10022, 226.0
10022, 78.0
10023, 266.0
10023, 60.0
10023, 45.0
10024, 320.0
10024, 343.5
10024, 1560.0
10025, 122.0
10025, 63.8
10026, 17.4
10027, 254.6
10027, 1092.5
10027, 881.6
10027, 1117.2
10028, 874.0
10028, 96.0
10029, 14.7
10029, 61.0
10029, 21.6
10030, 424.65
10030, 111.72
10030, 190.0
10030, 183.54000000000002
10031, 112.5
10031, 729.0
10032, 60.0
10032, 34.875
10033, 850.5
10034, 306.0
10034, 441.0
10035, 1050.0
10035, 437.325
10035, 229.5
10035, 268.0
10036, 37.0
10036, 39.2
10036, 274.79999999999995
10037, 113.05
10037, 325.37999999999994
10038, 311.76
10038, 104.0
10038, 351.0
10038, 97.2
10039, 382.5
10040, 1080.0
10040, 910.0
10041, 232.75000000000003
10041, 132.0
10041, 456.0
10042, 78.75
10042, 120.0
10042, 306.0
10042, 556.5
10043, 478.8
10043, 111.72000000000001
10043, 1225.5
10044, 588.0
10044, 484.785
10044, 76.95
10045, 810.0
10045, 42.160000000000004
10045, 297.5
10045, 97.75
10046, 156.0
10046, 60.0
10047, 58.8
10047, 120.0
10047, 20.0
10047, 21.0
10048, 650.0
10049, 315.0
10050, 168.0
10050, 73.5
10050, 450.0
10050, 91.0
10051, 120.0
10051, 630.0
10051, 532.0
10052, 244.0
10052, 1656.0
10052, 388.80000000000007
10053, 219.83999999999995
10053, 25.6
10053, 172.8
10054, 360.0
10054, 288.0
10055, 504.0
10055, 927.5
10056, 1050.0
10056, 204.0
10057, 27.0
10057, 28.0
10058, 312.0
10058, 469.0
10058, 150.0
10058, 570.0
10058, 102.0
10059, 96.0
10059, 54.0
10059, 97.2
10060, 341.59999999999997
10060, 525.0
10060, 60.0
10061, 142.8
10062, 113.24000000000001
10062, 422.94000000000005
10062, 319.2
10063, 182.4
10063, 600.0
10063, 190.0
10064, 33.480000000000004
10064, 67.5
10064, 104.4
10064, 113.4
10065, 519.75
10065, 75.0
10065, 189.0
10066, 69.6
10066, 90.45
10066, 42.120000000000005
10067, 147.0
10067, 87.0
10067, 52.5
10068, 126.35
10068, 186.2
10069, 210.0
10069, 50.400000000000006
10070, 168.0
10070, 88.35
10070, 305.9
10071, 236.25
10071, 3612.0
10071, 52.5
10072, 274.5
10072, 1161.0
10072, 340.2
10072, 189.0
10073, 1374.0
10073, 812.0
10074, 560.0
10074, 60.0
10074, 201.0
10074, 588.0
10075, 1425.9
10075, 324.0
10075, 69.0
10076, 89.60000000000001
10077, 282.24
10077, 8.0
10078, 37.519999999999996
10078, 888.0
10078, 147.2
10079, 135.0
10079, 81.0
10079, 345.0
10080, 319.2
10080, 1560.0
10080, 434.40000000000003
10081, 270.0
10081, 140.0
10081, 150.0
10082, 235.2
10082, 79.2
10082, 336.0
10082, 72.8
10083, 364.0
10083, 366.0
10083, 120.0
10083, 31.5
10084, 260.0
10084, 144.0
10084, 104.0
10084, 345.0
10085, 201.0
10085, 190.0
10085, 150.0
10086, 140.0
10086, 1844.0
10087, 65.10000000000001
10087, 98.0
10087, 833.0
10088, 96.0
10088, 31.360000000000003
10089, 86.8
10089, 49.0
10089, 66.0
10090, 154.0
10090, 189.0
10090, 360.0
10090, 100.0
10091, 176.7
10091, 248.52
10091, 12908.0
10092, 120.0
10092, 130.5
10092, 205.8
10093, 97.2
10093, 157.5
10093, 1810.0000000000002
10093, 824.4
10094, 980.0
10094, 117.60000000000001
10094, 224.0
10094, 523.2
10094, 775.0
10095, 210.0
10095, 120.0
10095, 160.0
10095, 40.0
10096, 390.0
10096, 1560.0
10096, 3010.0
10097, 1299.0
10097, 48.0
10097, 2310.0
10097, 812.0
10098, 157.5
10098, 672.0
10098, 204.75
10098, 742.5
10098, 1463.0
10098, 259.875
10099, 40.8
10099, 888.0
10100, 70.0
10100, 1732.0
10100, 24.0
10101, 91.2
10101, 346.275
10102, 42.0
10102, 866.0
10102, 60.0
10102, 532.0
10103, 199.5
10103, 1380.0
10104, 698.25
10104, 147.0
10104, 14.700000000000001
10104, 283.5
10105, 1355.75
10105, 112.2
10106, 70.0
10106, 380.0
10107, 112.0
10107, 180.0
10107, 276.0
10107, 347.99999999999994
10108, 343.5
10108, 750.0
10109, 514.5
10109, 609.0
10109, 252.0
10109, 50.0
10110, 173.6
10110, 90.0
10110, 320.0
10110, 336.0
10111, 931.5
10112, 252.0
10113, 860.0
10113, 264.59999999999997
10114, 58.8
10114, 80.4
10114, 150.0
10115, 212.8
10115, 104.0
10115, 45.0
10116, 21.0
10116, 266.0
10116, 364.0
10116, 336.0
10117, 225.0
10117, 68.0
10117, 254.79999999999998
10118, 5532.0
10118, 504.0
10118, 154.0
10118, 414.0
10119, 280.0
10119, 260.0
10120, 22.4
10120, 56.0
10121, 921.0
10121, 400.0
10122, 18.0
10123, 1128.75
10123, 243.0
10123, 660.0
10124, 189.0
10124, 537.5999999999999
10124, 240.0
10125, 112.0
10125, 93.0
10126, 196.0
10126, 160.0
